zip,state,latitude,longitude,county
86351,AZ,34.75,-111.77,yavapai
86401,AZ,35.24,-113.76,mohave
86402,AZ,35.22,-113.35,mohave
86403,AZ,34.479999999999997,-114.32,mohave
86404,AZ,34.61,-114.3,mohave
86405,AZ,34.5,-114.31,mohave
86406,AZ,34.44,-114.24,mohave
86409,AZ,35.24,-114.01,mohave
86411,AZ,35.36,-113.72,mohave
86412,AZ,35.5,-113.88,mohave
86413,AZ,35.130000000000003,-114.25,mohave
86426,AZ,35,-114.56,mohave
86427,AZ,35.01,-114.58,mohave
86429,AZ,35.14,-114.49,mohave
86430,AZ,35.28,-114.49,mohave
86431,AZ,35.39,-114.21,mohave
86432,AZ,36.9,-113.94,mohave
